id	source	sent1	image1	sent2	image2	sim
coco-41003	coco	A person riding skis down a snow covered ski slope .	images/coco/COCO_val2014_000000526371.jpg	A man standing on top of a snow covered ski slope .	images/coco/COCO_val2014_000000267684.jpg	3.25
coco-41013	coco	A sandwich on a plate topped with bacon .	images/coco/COCO_train2014_000000401288.jpg	A corn beef sandwich sitting on a plate .	images/coco/COCO_val2014_000000255747.jpg	2.6
coco-41027	coco	A nicely decorated bed with a dog laying on the bed .	images/coco/COCO_val2014_000000049370.jpg	A bed with two pillows sitting next to a window .	images/coco/COCO_train2014_000000238154.jpg	2.2
coco-41048	coco	a bunch of bowls of soup sit next to a bowl of fruit	images/coco/COCO_val2014_000000030447.jpg	a bunch of doughnuts sitting inside of a baking trey	images/coco/COCO_val2014_000000050531.jpg	1
coco-41079	coco	A boy with a backpack is skateboarding on the street	images/coco/COCO_train2014_000000527507.jpg	A little boy with red helmet is on a skateboard on the street .	images/coco/COCO_train2014_000000143540.jpg	3.25
coco-41153	coco	A tablet sitting on top of a computer desk .	images/coco/COCO_val2014_000000158498.jpg	A computer keyboard sitting on top of a desk .	images/coco/COCO_train2014_000000183080.jpg	3
coco-41161	coco	A large jet plane on the tarmac of an airport .	images/coco/COCO_train2014_000000456771.jpg	A commercial airplane zooming along the tarmac of an airport	images/coco/COCO_train2014_000000480415.jpg	4
coco-41180	coco	Several zebras milling about in a field of tall grass .	images/coco/COCO_train2014_000000346093.jpg	Two zebras standing in a grassy field area .	images/coco/COCO_train2014_000000348315.jpg	3.2
coco-41295	coco	A living room with brown leather furniture and a fire place and a book shelf .	images/coco/COCO_train2014_000000269431.jpg	A sitting room with a window , leather couches , computer desk , and dining table .	images/coco/COCO_train2014_000000569725.jpg	3.4
coco-41335	coco	A rusted fire hydrant in front of a large hotel	images/coco/COCO_train2014_000000368768.jpg	A yellow fire hydrant is in a field of flowers .	images/coco/COCO_train2014_000000208894.jpg	3
coco-41378	coco	a desk top computer sitting on a computer desk	images/coco/COCO_train2014_000000400623.jpg	A laptop and computer sitting on a desk .	images/coco/COCO_train2014_000000399488.jpg	2.8
coco-41401	coco	Two cats , one white and brown , one black , laying on a white sheet .	images/coco/COCO_train2014_000000474969.jpg	A white and brown cat laying underneath the refrigerator door .	images/coco/COCO_train2014_000000141376.jpg	1.8
coco-41420	coco	A man riding a skateboard up a wooden ramp .	images/coco/COCO_train2014_000000283604.jpg	A man riding on a wooden boat in the water .	images/coco/COCO_train2014_000000506500.jpg	0.6
coco-41465	coco	Pepperoni pizza is sitting on a white plate near a cup of coffee .	images/coco/COCO_train2014_000000317981.jpg	There is a plate with a sandwich and salad near a cup of coffee .	images/coco/COCO_train2014_000000176945.jpg	1.25
coco-4148	coco	Two children and two adults are in front of cake on a table .	images/coco/COCO_val2014_000000304696.jpg	there is a beige wall with many buttons on the front of it	images/coco/COCO_train2014_000000165451.jpg	0
coco-41484	coco	A little girl holding a hot dog and a drink .	images/coco/COCO_val2014_000000388974.jpg	A little girl wearing a tiara is eating a donut .	images/coco/COCO_val2014_000000195002.jpg	1.5
coco-41504	coco	A closeup of the inside of an oven with pizza in it	images/coco/COCO_val2014_000000148588.jpg	Raw broccoli is sitting inside of the collander .	images/coco/COCO_val2014_000000196210.jpg	1
coco-41553	coco	People are riding bikes down a street with a tree .	images/coco/COCO_train2014_000000263974.jpg	A man riding a motorcycle down a street with a person .	images/coco/COCO_val2014_000000131494.jpg	2
coco-41610	coco	A number of craft items sitting on a table	images/coco/COCO_train2014_000000282703.jpg	A pizza sitting inside of a box on top of a table .	images/coco/COCO_val2014_000000273083.jpg	1
coco-41612	coco	A person sitting on a motor bike on a street .	images/coco/COCO_val2014_000000168580.jpg	A woman on a motor cycle on a city street	images/coco/COCO_val2014_000000268556.jpg	4.6
coco-41630	coco	A large dog sitting in front of a door in a kitchen .	images/coco/COCO_train2014_000000521953.jpg	A very cute looking dog in a very dimly lit room .	images/coco/COCO_train2014_000000448732.jpg	3
coco-41723	coco	a kitchen with a stove a microwave a sink	images/coco/COCO_train2014_000000578915.jpg	a kitchen counter with a microwave and a toaster	images/coco/COCO_train2014_000000251191.jpg	3.4
coco-41736	coco	A man riding on the back of a horse next to cattle .	images/coco/COCO_val2014_000000156756.jpg	The man led the horse on a rope .	images/coco/COCO_train2014_000000481974.jpg	2.2
coco-41831	coco	A man in a baseball uniform swinging a bat and a ball in the air .	images/coco/COCO_train2014_000000546864.jpg	A person hitting a tennis ball with a racquet .	images/coco/COCO_val2014_000000406129.jpg	1.5
coco-41853	coco	A kitchen counter piled high with a variety of vegetables .	images/coco/COCO_train2014_000000167393.jpg	A kitchen counter full of freshly picked vegetables .	images/coco/COCO_train2014_000000103435.jpg	5
coco-41913	coco	A man driving a horse drawn carriage down a street .	images/coco/COCO_train2014_000000320066.jpg	A street scene with horses pulling a large carriage .	images/coco/COCO_train2014_000000163220.jpg	3.4
coco-41942	coco	Two women in tie dye shirts playing a game of tennis .	images/coco/COCO_train2014_000000556719.jpg	There is a woman playing in a game of tennis .	images/coco/COCO_train2014_000000225053.jpg	3.4
coco-41960	coco	a number of street signs above a city street	images/coco/COCO_train2014_000000391397.jpg	A white tour bus on a street in a city .	images/coco/COCO_val2014_000000007355.jpg	0.8
coco-41963	coco	A hand holding a sandwich above a plate .	images/coco/COCO_val2014_000000046463.jpg	A grilled sandwich served with chips on a plate	images/coco/COCO_train2014_000000187823.jpg	2.4
coco-41970	coco	A giraffe stands next to another giraffe next to foliage .	images/coco/COCO_val2014_000000374486.jpg	A cute giraffe is next to a feeding box .	images/coco/COCO_val2014_000000285957.jpg	2.8
coco-41979	coco	A black and white cow grazing on dry hay next to a black cow .	images/coco/COCO_val2014_000000179200.jpg	A black and white cow in a barn next to a man .	images/coco/COCO_val2014_000000311392.jpg	3
coco-41980	coco	a bunch of people playing a game of frisbe on some grass	images/coco/COCO_train2014_000000319105.jpg	young people playing soccer on a soccer field	images/coco/COCO_train2014_000000356908.jpg	1.8
coco-42000	coco	a person in a living room playing nintendo wii	images/coco/COCO_train2014_000000529126.jpg	An old man is reading a book in the room .	images/coco/COCO_val2014_000000008594.jpg	0.4
coco-42127	coco	A man walking down a dirt hill with a surfboard towards the water .	images/coco/COCO_train2014_000000403109.jpg	A man riding a wave on a surfboard .	images/coco/COCO_train2014_000000179781.jpg	1.75
coco-42148	coco	A garden containing white flowers and a black bench .	images/coco/COCO_val2014_000000262347.jpg	A black and white image with two uniquely dressed individuals .	images/coco/COCO_val2014_000000264497.jpg	0.6
coco-42210	coco	Fruit on a plate next to a book .	images/coco/COCO_train2014_000000415222.jpg	A doughnut on a table next to a glass of ice and a bottle of vodka .	images/coco/COCO_train2014_000000119534.jpg	1
coco-42234	coco	a man standing by a selection of blue and white vases	images/coco/COCO_train2014_000000056608.jpg	A man holding a racquet standing on a blue surface .	images/coco/COCO_train2014_000000407674.jpg	0
coco-42315	coco	Two small birds standing on top of a wet log .	images/coco/COCO_train2014_000000370741.jpg	Two ducks standing on the edge of a lake .	images/coco/COCO_train2014_000000544783.jpg	1.8
coco-42319	coco	The people are walking down the street , passing the fire hydrant .	images/coco/COCO_train2014_000000483306.jpg	Two people walking down the sidewalk beside a postal box and fire hydrant .	images/coco/COCO_train2014_000000166207.jpg	4
coco-42321	coco	A brown dog sitting in front of a door on a hard wood floor .	images/coco/COCO_train2014_000000026732.jpg	A poodle dog looks unhappy sitting in front of a computer .	images/coco/COCO_train2014_000000363341.jpg	2.6
coco-42401	coco	some food and a glass of wine on a table	images/coco/COCO_train2014_000000049974.jpg	A plate of food on a dining table .	images/coco/COCO_train2014_000000115511.jpg	3.25
coco-42424	coco	A large couch with a large white dog sitting on it .	images/coco/COCO_train2014_000000337775.jpg	A brown , white and black dog sitting next to a frisbee .	images/coco/COCO_train2014_000000325147.jpg	1.8
coco-42521	coco	A small child playing in the water at the beach	images/coco/COCO_val2014_000000443429.jpg	Boy in the motion of swinging at an incoming baseball .	images/coco/COCO_val2014_000000233888.jpg	1.4
coco-42533	coco	Two horses walking in the grass with trees in the background .	images/coco/COCO_train2014_000000224845.jpg	A giraffe is crouching in the grass next to a tree .	images/coco/COCO_train2014_000000293265.jpg	1
coco-42566	coco	A man with a tie with floral print , beige shirt and black blazer	images/coco/COCO_train2014_000000158143.jpg	A white door with an address and entrance instructions painted in black .	images/coco/COCO_train2014_000000129507.jpg	0.75
coco-42598	coco	A pizza sitting on top of a white plate on top of a table .	images/coco/COCO_train2014_000000505649.jpg	A woman sitting at a table in a restaurant with a plate of pizza .	images/coco/COCO_train2014_000000174967.jpg	3
coco-42642	coco	A young woman is playing a video game on a couch .	images/coco/COCO_val2014_000000445792.jpg	A young girl wearing a tie that matches her skirt .	images/coco/COCO_val2014_000000336802.jpg	0
coco-42713	coco	Reclining wooden chairs outside in the sun during a sunset .	images/coco/COCO_train2014_000000249429.jpg	a bench sitting in front of a body of water	images/coco/COCO_val2014_000000039399.jpg	1.2
coco-42766	coco	a person in a dress white shirt and tie	images/coco/COCO_train2014_000000548583.jpg	a man with no shirt and white shorts playing tennis	images/coco/COCO_val2014_000000119640.jpg	0
coco-42846	coco	a baseball on a field holding a bat	images/coco/COCO_val2014_000000431660.jpg	A man standing on home base with a baseball bat .	images/coco/COCO_train2014_000000479168.jpg	3
coco-42930	coco	A man in a suit with a blue tie and vest .	images/coco/COCO_val2014_000000018770.jpg	A man adjusting another mans tie in a room .	images/coco/COCO_train2014_000000134543.jpg	1.8
coco-42938	coco	A young woman sitting in a chair while checking her cell phone .	images/coco/COCO_train2014_000000365575.jpg	A young woman talks on a cell phone as she stands in a snowy field .	images/coco/COCO_train2014_000000085659.jpg	1.8
coco-42956	coco	some different stuffed bears a white tan and a green and gray one	images/coco/COCO_train2014_000000169502.jpg	five different teddy bears green brown and white colors	images/coco/COCO_train2014_000000471697.jpg	4.2
coco-42963	coco	A kitchen with sinks , oven , microwave and a refrigerator .	images/coco/COCO_train2014_000000226559.jpg	A bathroom with a sink , toilet and shower with curtain .	images/coco/COCO_val2014_000000487525.jpg	2.5
coco-43074	coco	An orange slice sitting on top of a table .	images/coco/COCO_val2014_000000553808.jpg	An orange is sitting on a table cut in half .	images/coco/COCO_train2014_000000176521.jpg	3.4
coco-43126	coco	A baseball player up to bat holding a baseball .	images/coco/COCO_train2014_000000305980.jpg	A woman holding a bat over the top of a baseball base .	images/coco/COCO_val2014_000000479477.jpg	3.75
coco-43128	coco	there is a man and a woman with two dogs and a baby holding luggage	images/coco/COCO_val2014_000000026734.jpg	two people standing in a living room and holding game controllers .	images/coco/COCO_train2014_000000218057.jpg	0
coco-43131	coco	A bent up park bench is sitting beside a good bench with a river and seagull behind .	images/coco/COCO_val2014_000000533039.jpg	A bus sitting parked outside of a building .	images/coco/COCO_val2014_000000252280.jpg	1
coco-43171	coco	A couple of giant teddy bears sitting next to each other .	images/coco/COCO_val2014_000000034922.jpg	Two cats sitting next to each other on top of a fridge	images/coco/COCO_train2014_000000257946.jpg	1.5
coco-43383	coco	a woman in a gray shirt is eating a sandwich and a drink	images/coco/COCO_train2014_000000416767.jpg	some potato chips sitting next to a sandwich cut in half	images/coco/COCO_train2014_000000333126.jpg	1
coco-43438	coco	two men are riding horses while four others are present .	images/coco/COCO_val2014_000000577219.jpg	Two teams are riding horses while playing polo .	images/coco/COCO_val2014_000000213592.jpg	2.6
coco-43450	coco	a cat standing on a toilet seat with its head in the bowl	images/coco/COCO_train2014_000000518156.jpg	A herd of elephants standing next to each other on a field .	images/coco/COCO_train2014_000000282791.jpg	0
coco-43467	coco	Two zebras on asphalt street next to grass and water .	images/coco/COCO_train2014_000000334772.jpg	a zebra a giraffe and some birds by some water	images/coco/COCO_val2014_000000435569.jpg	2.5
coco-43572	coco	A man and a little girl on the their skis on the slopes .	images/coco/COCO_train2014_000000233517.jpg	A man riding a skateboard on the cement near a car .	images/coco/COCO_val2014_000000514083.jpg	1.2
coco-43601	coco	A skateboarder scaling the top of the skate park	images/coco/COCO_train2014_000000535138.jpg	A skateboarder performs a trick at the skate park .	images/coco/COCO_train2014_000000574964.jpg	4
coco-43612	coco	A living room has a dining room by a window .	images/coco/COCO_train2014_000000068032.jpg	A boat sitting in the middle of a room surrounded by paddles	images/coco/COCO_train2014_000000160247.jpg	0.2
coco-43624	coco	A baseball player is pitching the ball during a game .	images/coco/COCO_val2014_000000181980.jpg	The man is hitting the baseball during the game .	images/coco/COCO_train2014_000000485179.jpg	2.2
coco-4364	coco	A young man with a little hat is wearing a tie .	images/coco/COCO_val2014_000000389206.jpg	a man with a tie wearing some headphones	images/coco/COCO_train2014_000000183020.jpg	2.75
coco-43650	coco	A snowboarder is performing a jump in the air .	images/coco/COCO_train2014_000000074345.jpg	A large jet is ascending in to the air	images/coco/COCO_train2014_000000058565.jpg	0
coco-43722	coco	A woman stands next to a cow and a horse that her children are sitting on .	images/coco/COCO_val2014_000000376247.jpg	A woman riding a bicycle on a street next to a car .	images/coco/COCO_val2014_000000445309.jpg	0
coco-4373	coco	There is a person sitting on a bed with a laptop computer .	images/coco/COCO_train2014_000000460916.jpg	a computer with a big monitor next to a laptop	images/coco/COCO_train2014_000000307814.jpg	1.25
coco-43730	coco	a black dog is laying down on a couch	images/coco/COCO_train2014_000000279212.jpg	A couple of dogs laying on a bed .	images/coco/COCO_train2014_000000399594.jpg	2.4
coco-43754	coco	A group of young males carrying surfboards near a wooded area .	images/coco/COCO_train2014_000000462401.jpg	The lower half of a very tall giraffe in a grassy area .	images/coco/COCO_val2014_000000304828.jpg	0
coco-43758	coco	A group of young men playing a game of soccer .	images/coco/COCO_train2014_000000380325.jpg	A group of young children during a baseball game .	images/coco/COCO_train2014_000000551735.jpg	1.5
coco-43896	coco	A baseball player running to another base with a baseball bat .	images/coco/COCO_val2014_000000094046.jpg	A little boy swinging a baseball bat to try to hit a ball .	images/coco/COCO_train2014_000000433145.jpg	3
coco-43938	coco	A man riding skis down a snow covered slope .	images/coco/COCO_val2014_000000387655.jpg	A man walking down a snow covered road .	images/coco/COCO_train2014_000000160691.jpg	2.4
coco-44005	coco	Semi-trucks parked on grassy area near a street .	images/coco/COCO_val2014_000000503404.jpg	A train moves through a heavily forested area	images/coco/COCO_train2014_000000203312.jpg	0.5
coco-44030	coco	A woman sits with an open laptop computer on her lap .	images/coco/COCO_val2014_000000476398.jpg	A woman with a book bag sits on a ledge with her cell phone .	images/coco/COCO_val2014_000000281414.jpg	1.4
coco-4417	coco	A large herd of cows standing on a road .	images/coco/COCO_train2014_000000490057.jpg	A cow standing on top of snow covered ground .	images/coco/COCO_train2014_000000364402.jpg	2.75
coco-44180	coco	A street sign sitting on the side of a white building .	images/coco/COCO_train2014_000000342998.jpg	A red stop sign sitting on the side of a road .	images/coco/COCO_train2014_000000276848.jpg	2.4
coco-44200	coco	three people in a field playing with a Frisbee .	images/coco/COCO_val2014_000000151781.jpg	some people are playing a game in a field	images/coco/COCO_train2014_000000302551.jpg	3
coco-44219	coco	A locomotive next to a dispensing unit on a track .	images/coco/COCO_val2014_000000226315.jpg	a train that is on a rail road track	images/coco/COCO_train2014_000000409351.jpg	3.4
coco-44245	coco	A fire truck ( ladder truck ) drives down a street in the city .	images/coco/COCO_val2014_000000057363.jpg	A red double decker bus driving down a city street .	images/coco/COCO_val2014_000000001584.jpg	1.6
coco-44328	coco	A white bathroom with a sink , towels and tub .	images/coco/COCO_val2014_000000121215.jpg	A dimly lit bathroom with a white raised sink	images/coco/COCO_train2014_000000389866.jpg	3.5
coco-44332	coco	A toilet stall in a public bathroom with toilet , toilet paper dispensers , and sink .	images/coco/COCO_train2014_000000532037.jpg	A bath tub , toilet , sink and toilet paper in a restroom .	images/coco/COCO_train2014_000000011420.jpg	2.8
coco-44429	coco	A group of women standing next to each other holding a glass of wine .	images/coco/COCO_train2014_000000303311.jpg	A man standing next to a woman holding a wine glass .	images/coco/COCO_train2014_000000037429.jpg	3
coco-44449	coco	A female tennis player on a tennis court in the middle of the swing .	images/coco/COCO_train2014_000000366829.jpg	A tennis player on a clay court engaged in play .	images/coco/COCO_train2014_000000517161.jpg	4.2
coco-44471	coco	A birthday candle slowly falling apart on a red cake .	images/coco/COCO_train2014_000000113244.jpg	A red pick up truck on a street .	images/coco/COCO_train2014_000000307835.jpg	0
coco-44490	coco	a bed room with a neatly made bed a night stand with a lamp	images/coco/COCO_train2014_000000343999.jpg	Some lamps around a bed in a room	images/coco/COCO_train2014_000000267338.jpg	3.8
coco-44539	coco	people on a field playing a game of soccer	images/coco/COCO_val2014_000000388564.jpg	Small boys are playing a softball game on grass .	images/coco/COCO_val2014_000000333000.jpg	1.4
coco-44560	coco	A woman wearing skis , lying down on side in snow beside a woman squatting down holding a snowboard , both smiling at camera .	images/coco/COCO_train2014_000000492138.jpg	A man in short shorts standing next to a beautiful woman .	images/coco/COCO_val2014_000000249276.jpg	0.4
coco-44593	coco	A desk , a bench with luggage on top of it and a tv above it .	images/coco/COCO_train2014_000000385082.jpg	a bed with two comfortable chairs and a desk with a bottle of wine	images/coco/COCO_train2014_000000069214.jpg	2.4
coco-44596	coco	A double decker bus on a London street at night .	images/coco/COCO_val2014_000000319655.jpg	A woman sitting on a moped in the street	images/coco/COCO_train2014_000000001315.jpg	1
coco-44608	coco	A person bending over by the side of a parked car .	images/coco/COCO_val2014_000000428754.jpg	A green car parked on the side of the road near a few buildings .	images/coco/COCO_val2014_000000563542.jpg	1.2
coco-44640	coco	A large wooden bed sitting in the middle of a bedroom .	images/coco/COCO_train2014_000000496458.jpg	A large bed and end tables in a bedroom	images/coco/COCO_train2014_000000152265.jpg	4.2
coco-44737	coco	A dessert sits on a plate next to silver ware	images/coco/COCO_val2014_000000019226.jpg	A whtie blender on a counter next to other stuff .	images/coco/COCO_train2014_000000381984.jpg	0.6
coco-44823	coco	a pizza on a wooden platter and some drinks	images/coco/COCO_train2014_000000306758.jpg	Two trays of donuts and a tray of cookie bars sitting on a table .	images/coco/COCO_train2014_000000099997.jpg	0.75
coco-44841	coco	A couple of giraffes eating tree branches in a grassy field with mountains in the background .	images/coco/COCO_val2014_000000558927.jpg	A giraffe standing in green brush with mountains in the background .	images/coco/COCO_train2014_000000228244.jpg	3.2
coco-44860.1	coco	A black cat watching a laptop and a desktop at the same time .	images/coco/COCO_val2014_000000461963.jpg	A cat is looking at a laptop screen .	images/coco/COCO_val2014_000000525247.jpg	4
coco-44860.2	coco	A woman in a pink shirt and a floral skirt has her hand on tortillas that are over a fire pit .	images/coco/COCO_train2014_000000487137.jpg	A woman hugging a giraffe 's face while another woman takes her picture .	images/coco/COCO_val2014_000000470714.jpg	0
coco-44873	coco	four people jumping in the air on a snow covered bank with one of the people wearing skis	images/coco/COCO_train2014_000000237841.jpg	A woman with a snowboard in the snow .	images/coco/COCO_val2014_000000285462.jpg	2.4
coco-44889	coco	A stop sign by a cross roads on the roads .	images/coco/COCO_val2014_000000561647.jpg	A stop sign sits on a dirt corner near an asphalt road .	images/coco/COCO_val2014_000000393583.jpg	4
coco-44918	coco	a person in a red jacket standing in the middle of a group of skiiers	images/coco/COCO_train2014_000000082084.jpg	A person on a snowboard in the snow .	images/coco/COCO_train2014_000000049718.jpg	2.2
coco-44961	coco	Black and white photograph of people riding horses .	images/coco/COCO_train2014_000000033127.jpg	Black and white photograph of two bare feet sticking out from the covers of a child 's bed	images/coco/COCO_val2014_000000310227.jpg	0.8
coco-44990	coco	Two children sitting at a table eating food .	images/coco/COCO_val2014_000000240727.jpg	A woman sitting at a table filled with food .	images/coco/COCO_train2014_000000039080.jpg	2.5
coco-44993	coco	A plate with a meat dish sitting on top of it .	images/coco/COCO_train2014_000000209144.jpg	A plate with salad and a cut of meat and silverware laid on top .	images/coco/COCO_val2014_000000250766.jpg	2.5
coco-45002	coco	a person riding skis on a snowy surface	images/coco/COCO_train2014_000000236093.jpg	A person standing on the side of a snowy mountain with his skis .	images/coco/COCO_train2014_000000485502.jpg	3.25
coco-45029	coco	A bunch of pictures of different types of oranges .	images/coco/COCO_train2014_000000088870.jpg	A metal container filled with different types of fruit .	images/coco/COCO_train2014_000000267788.jpg	2
coco-45041	coco	a woman sitting next to a fire hydrant with a notebook in hand	images/coco/COCO_val2014_000000547336.jpg	A large mirror sitting above a sink in a bathroom .	images/coco/COCO_val2014_000000168225.jpg	0
coco-4507	coco	A brown cat is sitting in front of a mirror .	images/coco/COCO_val2014_000000045603.jpg	a slice of pizza sitting next to a glass with a drink in it	images/coco/COCO_train2014_000000564982.jpg	0
coco-45186	coco	Two men are looking at a white surfboard .	images/coco/COCO_val2014_000000009927.jpg	Two large bushes are surrounding a red fire hydrant .	images/coco/COCO_train2014_000000056878.jpg	0
coco-45232	coco	A cluttered desk area with several computers , monitors and other computer equipment .	images/coco/COCO_val2014_000000417373.jpg	a desk covered with a computer and other electronic equipment	images/coco/COCO_train2014_000000465027.jpg	3.8
coco-45247	coco	Plane on display with several people around it .	images/coco/COCO_train2014_000000376479.jpg	An old airplane is mounted on cement posts .	images/coco/COCO_val2014_000000084752.jpg	3.2
coco-45303	coco	a man sitting on a bench and laying down	images/coco/COCO_train2014_000000506258.jpg	a kitchen with a bunch of empty bottles sitting on the counter and the floor	images/coco/COCO_train2014_000000368397.jpg	0
coco-45309	coco	Two zebras standing next to one another in a field .	images/coco/COCO_train2014_000000054936.jpg	A zebra walks on pavement next to a field .	images/coco/COCO_train2014_000000464951.jpg	2.2
coco-45323	coco	A woman looks in a car trunk next to a bench and some chairs .	images/coco/COCO_train2014_000000028858.jpg	A cement and wood bench sitting in a lush green field .	images/coco/COCO_val2014_000000380140.jpg	1.4
coco-45423	coco	a bath room with a toilet a bath tub and a sink	images/coco/COCO_val2014_000000504248.jpg	a bath room with a toilet a toilet paper holder and a stand up shower	images/coco/COCO_val2014_000000168626.jpg	2.6
coco-45439	coco	A brown horse standing on top of a lush green hillside .	images/coco/COCO_val2014_000000352290.jpg	A woman riding on the back of a brown horse .	images/coco/COCO_train2014_000000114843.jpg	2.4
coco-45458	coco	A woman sitting on top of a surfboard on top of a beach .	images/coco/COCO_val2014_000000006719.jpg	A couple of people are riding bicycles on the beach .	images/coco/COCO_val2014_000000455675.jpg	1.4
coco-45580	coco	A lot of umbrellas that are outside with people .	images/coco/COCO_train2014_000000339711.jpg	A group of women sitting on a dirt ground .	images/coco/COCO_train2014_000000031250.jpg	1
coco-45607	coco	A cat sitting underneath an open umbrella on the floor	images/coco/COCO_val2014_000000254392.jpg	A woman laying inside of a green tent on top of a wood floor .	images/coco/COCO_train2014_000000445263.jpg	0.6
coco-4565	coco	A young lady swinging a tennis racquet towards a ball .	images/coco/COCO_val2014_000000436183.jpg	A woman swinging a tennis racquet on a tennis court .	images/coco/COCO_train2014_000000139551.jpg	4.25
coco-45673	coco	Two people sitting on a bench silhouetted against the sea .	images/coco/COCO_val2014_000000058393.jpg	people sitting on a bench facing the water .	images/coco/COCO_val2014_000000227736.jpg	4
coco-45691	coco	A man sitting on a bench with a shopping bag next to him on a train .	images/coco/COCO_val2014_000000308394.jpg	A man sitting on top of a green bench .	images/coco/COCO_val2014_000000198645.jpg	2.4
coco-45733	coco	An SUV pulling a trailer with an air plane on top of it .	images/coco/COCO_train2014_000000415611.jpg	An old plane with a propeller on the nose .	images/coco/COCO_train2014_000000365620.jpg	2
coco-45738	coco	A young man riding a skateboard down a street .	images/coco/COCO_train2014_000000126803.jpg	A man riding a skateboard down a set of steps .	images/coco/COCO_val2014_000000108056.jpg	3.4
coco-45774	coco	A table topped with vegetables and a cook book .	images/coco/COCO_val2014_000000577631.jpg	As others watch , a woman , next to a table with a cake , holds a knife and a bottle .	images/coco/COCO_train2014_000000569363.jpg	0
coco-45826	coco	a close up of many fruits on a table	images/coco/COCO_train2014_000000126733.jpg	some fruits are sitting on a table in bowls .	images/coco/COCO_train2014_000000102724.jpg	3.6
coco-45898	coco	A white plate topped with a sandwich and french fries .	images/coco/COCO_train2014_000000265292.jpg	A white plate topped with a chocolate ice cream sandwich .	images/coco/COCO_train2014_000000049790.jpg	1.4
coco-45931	coco	A young boy sitting on the floor next to book bags and a red piece of luggage with a jacket on top of it .	images/coco/COCO_train2014_000000275718.jpg	A pile of luggage on top of a cart	images/coco/COCO_train2014_000000047893.jpg	1.75
coco-45968	coco	A horse is crossing a little stream on a farm .	images/coco/COCO_val2014_000000458168.jpg	Horses and a farmer pulling wagons on a farm .	images/coco/COCO_val2014_000000367087.jpg	2.8
coco-45971	coco	A white toilet sitting next to a shower in a bathroom .	images/coco/COCO_val2014_000000463610.jpg	A white toilet sitting next to a wall outdoors .	images/coco/COCO_val2014_000000388298.jpg	3.4
coco-45975	coco	A large white bowl of many green apples .	images/coco/COCO_val2014_000000002149.jpg	A bowl of fruit has apples , bananas , and oranges .	images/coco/COCO_train2014_000000331505.jpg	3.2
coco-46027	coco	This is a black and white photo of a man wearing a tie .	images/coco/COCO_val2014_000000197263.jpg	This is an image of a man with a surfboard .	images/coco/COCO_train2014_000000319440.jpg	0
coco-46081	coco	A group of people standing in a field playing a game of frisbee .	images/coco/COCO_train2014_000000234297.jpg	some people are playing with a white frisbee	images/coco/COCO_val2014_000000544607.jpg	4.2
coco-46111	coco	a man is taking a picture in a mirror	images/coco/COCO_train2014_000000578484.jpg	A man in a tie taking a picture of himself .	images/coco/COCO_train2014_000000194312.jpg	3.25
coco-46141	coco	A train is parked on the side of the road .	images/coco/COCO_train2014_000000422423.jpg	The engine of the train running on track .	images/coco/COCO_train2014_000000540769.jpg	3
coco-46176	coco	A cross walk of a street at night time	images/coco/COCO_train2014_000000535113.jpg	A street filled with fire trucks sitting on the sides of a road .	images/coco/COCO_train2014_000000164521.jpg	0.8
coco-46195	coco	A pile of sandwiches sitting inside of a plastic bag .	images/coco/COCO_train2014_000000154359.jpg	A woman sitting in front of a piece of pizza .	images/coco/COCO_train2014_000000169986.jpg	1
coco-46218	coco	A man in the air while surfing in the waters	images/coco/COCO_train2014_000000227918.jpg	A women who is walking in the water while holding a surfboard .	images/coco/COCO_train2014_000000043033.jpg	2.2
coco-46276	coco	The adult elephant is in the field next to the baby elephant .	images/coco/COCO_val2014_000000066491.jpg	The older elephant is standing next to the younger elephant .	images/coco/COCO_val2014_000000389604.jpg	4.2
coco-46281	coco	A person jumping in the air on a beach .	images/coco/COCO_train2014_000000334277.jpg	A man leaning on a surfboard on the beach .	images/coco/COCO_train2014_000000567557.jpg	2
coco-46293	coco	a bathroom with a robe hanging on the wall , a tub and sink with a mirror	images/coco/COCO_train2014_000000127391.jpg	A table with a laptop and a bottle on it .	images/coco/COCO_train2014_000000219624.jpg	0.5
coco-46312	coco	A man pitching a baseball from a mound to a home plate .	images/coco/COCO_train2014_000000358176.jpg	A baseball player getting ready to hit a baseball on a baseball field .	images/coco/COCO_train2014_000000304088.jpg	2.8
coco-46327	coco	a dog that is sitting under a chair with sand under it	images/coco/COCO_train2014_000000359085.jpg	A white dog with a blue bow is on a leash .	images/coco/COCO_train2014_000000456709.jpg	2
coco-46407	coco	A dog laying on its stomach on a skateboard .	images/coco/COCO_val2014_000000415360.jpg	A dog laying on its side on the floor next to a teddy bear .	images/coco/COCO_train2014_000000480656.jpg	3.2
coco-46455	coco	A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair .	images/coco/COCO_val2014_000000082180.jpg	some people and a baby sitting and standing around a truck	images/coco/COCO_train2014_000000239464.jpg	0.6
coco-46467	coco	A group of zebras stand next to a barren land .	images/coco/COCO_val2014_000000423810.jpg	A group of zebra standing next to each other on a grass field .	images/coco/COCO_val2014_000000320182.jpg	3.6
